Type,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,Description
Dog,Mixed Breed,Female,Black,Medium,Short,No,No,No,Healthy,1,0,"Meet Baby Rosemary, one of the puppies that we intend to rescue out from the area where they hv been seeking shelter since born - longkang near the surau. We recently found out that the timid mummy that we have been feeding actually gave birth to 7 puppies, but roughly 2 weeks ago, one heartless human being took one stick & jolok the hole near longkang where the puppies have been seeking refuge. And with that 3 was killed. Such a sad thing isnt that such hatred still exist? Why have to kill these innocent puppies? Moving on, we hope to get the 2 remaining puppies soon. They are kinda protective & barks loudly when touch. Who doesnt if they are subject to constant harassment & abuse like the dead siblings, rite?"
Cat,Domestic Short Hair,Male,Golden,Medium,Short,No,No,No,Healthy,1,200,"This kitten which I named him Brave,was lying lifeless under the dark staircase of my condo. I guess Brave was not meant to end his life there, he managed to meow softly which somehow caught my attention. I quickly picked him up and was shocked to see that Brave was so skinny and could barely walk. Brave's body was so cold and his eyes were half opened. Without any hesitation, I used a thick towel to wrap him up and tried to hand feed him with some wetfood,he refused to eat, fed him with some milk and water, he refused to drink, Brave was simply too weak to eat and drink. Brave was infected by a virus similar to that of parvo virus in a dog. That night, Brave was just lying and closed his eyes with heavy breath and i thought that he might not be able to make it to the next day. However, in the middle of the night, i heard a soft meow, it was Brave ! he was meowing to me ! he managed to raise up his little head eventhough he still could not stand up and walk. Immediately, i fed him some milk and water and he drank ! i monitored Brave's condition throughout the night (he was having severe diarrhea as well) and rushed him to the vet, Dr. Tan (2nd chance panel vet) the next morning. Dr. Tan said by looking at Brave's terrible condition and based on her experience, normally kitten infected with this kind of virus and with such a low body temperature as well as severe diarrhea, Brave had a very low chance to pull through. Brave was hospitalised and continue to be monitored and i, already prepared to receive call from the Dr. Tan anytime about the bad news on Brave, However, Brave has such a strong will to live, he began to perk up the next day, he can stand up and walk, he started to eat and drink by himself ! Yesterday, i dropped by at the clinic and Dr. Tan said that Brave's temperature has gone back to normal despite a bit of a diarrhoea. Brave not only ate and drank on his own, he even walked out from the cage and greeted me with a loud meow ! After a while, he started to groom himself ! What a joy! So, this is a wonderful and happy story about Brave and i hope that someone can foster Brave or better still, adopt him ! because Brave definitely deserves to be loved, doesn't he ? I hope that someone is kind enough to foster him. if he is not adopted, at least he is under the good hands of the fosterer and until the time that he is totally recovered and strong enough, i have to put Brave back to his colony. i hope Brave is fit and strong enough to be a community cat at my condo. Brave is really a miracle to me, he really wants to survive and he does ! Try to look at the pictures that i attached, his eyes are full of fighting spirit.......... Interested parties and strictly for cat lovers only, pls call Mei Leng at"
Cat,Domestic Short Hair,Male,Gray,Small,Short,None,None,None,Healthy,1,0,"Super cute male kitten up for adoption. I've been asleep and woken up by hearing a meowing kitten under a car in front of my house in the middle of the night. Super friendly and only wants a forever home. Any takers, just let me know. =)"
Dog,Mixed Breed,Male,Black,Medium,Short,Yes,Yes,No,Healthy,1,100,"Mylo is a SPCA shelter puppy who is currently being foster by me. As like all puppies he is fun, mischievous, and high on energy. He is currently living indoor with me, my dog and cat as he hates being alone in a place. He loves attention and is smart in knowing what he can and can not do (when taught). Mylo is a joyful pup and life never seems to be boring with him around. Mylo is free however the vaccination and neutering is not..:-) That is why there is a RM fee for Mylo's adoption as it covers the full course of his vaccination as well as the neutering when he is a little older."
Cat,Domestic Long Hair,Mixed,Black,Medium,Medium,No,No,No,Healthy,6,0,"Hi all, just found out about this website. i got 1 cat named Pearl with 5 kitties (4 months old) at home now. that cat came to my house 5 months ago and stay at the back of my home until delivered. i love to have them, especially Pearl but since i've decided to extend my kitchen, so there won't be any place for them to hang out. i've made my mind to post it here, in case any one of you interested to own them. (prefer if you can take all together)- I'll take picture of all her kitties tonite and upload it here. thanks Petfinder!"
Cat,Bengal,Male,Black,Large,Short,Yes,Yes,Yes,Healthy,1,200,"Retired male TICA registered bengal stud for adoption. He's handsome, healthy and friendly. He's neutered and ready for his forever pet home. For more info, please contact me via WhatsApp. We reserve the right to reject any application with or without reason."
Cat,Tabby,Male,Brown,Medium,Short,None,None,None,Healthy,1,0,It was given birth by my pet cat in March.
Cat,Bengal,Male,Golden,Small,Short,No,No,No,Healthy,1,0,"##yeay Chocolate has been adopted as well by a beautiful doctor, Surita all the way to Johor. I'm so happy for my baby. :):):) #already been booked I'm trying to find a new home for this baby asap because I could no longer take care of him. I have few cats already. And the mother had given birth to this boy. I also need to let him go asap because I'm going to neuter the mother. He has started eating but still once in a while having breastfeed from the mommy. That""s why i need to let him go. This baby is very active and playful. But a little bit shy. If there is any loving person who could take care of this kitty, please adopt him and kindly call me asap. Thank you. :)"
Dog,Dachshund,Male,Black,Medium,Medium,Yes,Yes,Yes,Healthy,1,200,"Flea is a sweet, playful pup even at 2 years old. He's great with kids, other dogs and adults. This dog must be allowed inside the house as he's very attached to human company. His warm and friendly personality and adorable smiling face is sure to delight you and your family!"
Dog,Mixed Breed,Mixed,Black,Small,Medium,No,No,No,Healthy,6,0,"this puppies belongs to the mechanic shop near my office area, please help me to help them looking for forever home with lots of TLC. they are very healthy and playful."
Cat,Domestic Medium Hair,Female,Golden,Medium,Medium,No,Yes,No,Healthy,1,50,"A medium long hair orange kitty (almost 2 month old) for adopt. Still cant sure its gender,but as my experience it maybe a female^^ *toilet trained *eat junior food or milk *clean & Healthy *cute,puffy & active For more info kindly contact me, Max(), e-mail will be ignore. Adoption fee is negotiable(But make sure the new owner appreciate their new pet). Cod at penang island/butterworth,sbrg jaya, bukit mertajam. or we do delivery to ur doorstep. *adoption fee is negotiable for serious adopter as long as take it as fast as possible + foc friskies ml cat syampoo and 2 pack of junior wet food(worth up to RM15)so,what u waiting for?its time to own tis cutie~^^"
Dog,Mixed Breed,Female,Black,Medium,Short,No,No,None,Healthy,1,0,"This female puppy was drop on our guard house Thursday night. We think it has been drop off here as we (houseowner opp. the guardhouse) are looking after the dogs at the guard house. Currently we are looking after 4 dogs in a less than desirable condition. We hope someone will give a better forever home for this puppy. 1.Very friendly & happy puppy 2.Make a very good companion as she likes to hang around people. 3.Needs a family who will love, care, protect & discipline her till the end of her days."
Dog,Mixed Breed,Female,Brown,Medium,Medium,Yes,Yes,No,Healthy,1,0,A real cute girl up for adoption. She was rescued in front of ISKL. She was playing with her brothers and sisters. Please open your hearts out to her. Please call immediately. A must view.
Cat,Bengal,Female,Black,Small,Medium,No,No,No,Healthy,3,0,"#already been booked I'm trying to find a new home for this girls asap because I could no longer take care of them. I have few cats already. And the mother had given birth to this kitties. And the other two siblings. I also need to let them go asap because I'm going to neuter the mother. They have started eating but still once in a while having breastfeed from the mommy. That's why I need to let them go. These babies are very active and playful. But a little bit shy. These girls are special because they followed the mother's rosette pattern and colors. They are all alike and that's why I'm posting them as a group. If there is any loving person who could take care of these kitties, please adopt them either all together or by one. Kindly call me asap for adoption. Thank you. :)"
Cat,Domestic Short Hair,Female,Gray,Medium,Short,None,None,Yes,Healthy,1,0,"Poor cat was abandoned; she in one cage, her batch of kitties in another cage. All of the kittens died but she survived. Rani has rescued her and got her neutered. She is a very lovely light grey cat, gentle and friendly as she has been domesticated before. Blancharte needs an owner who will provide her a good, loving home after all she has been through. Persons wishing to adopt her must commit to looking after her welfare throughout her lifespan. She has been discarded cold-heartedly and she has lost all her babies due to the inconsiderate action of her previous owner. Please get in touch with Rani if you wish to have this lovely cat in your home."
Cat,Domestic Short Hair,Female,Cream,Small,Short,Yes,Yes,None,Healthy,1,0,"Hello, I need to give away my lovely cat due to my husband allergic. Kindly called for info. Thank you"
Cat,Domestic Short Hair,Male,Brown,Medium,Short,No,No,No,Healthy,1,100,"Found this cute, little ginger kitten in the car bonnet. He is in healthy and clean condition but is too young to be vaccinated and neutered yet. He'll be due for vaccination in Sept and neutering in Jan ."
